Symbol,Series,Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,No. of Trades
INFY,EQ,27-Feb-20,782.75,778,780.75,772.2,776.55,777.85,777.16,5223386,4059425155,100716
INFY,EQ,28-Feb-20,777.85,750,756.8,722.05,732,731.7,738.68,14123957,10433101671,277778
INFY,EQ,02-Mar-20,731.7,737,765.9,733.75,739.4,741.05,750.99,9821523,7375861532,155968
INFY,EQ,03-Mar-20,741.05,755,759,741.25,751,747,749.09,7826587,5862836381,136066
INFY,EQ,04-Mar-20,747,753.9,761.5,745.55,758,758.75,753.23,11013444,8295623047,155822
INFY,EQ,05-Mar-20,758.75,763.75,773.55,751.75,754.15,754.6,763.7,7755293,5922737657,124093
INFY,EQ,06-Mar-20,754.6,741,744,729.1,739,738.95,738.53,9216022,6806310521,147517
INFY,EQ,09-Mar-20,738.95,724.5,725.85,697,706.4,704.45,705.63,10308697,7274162430,180848
INFY,EQ,11-Mar-20,704.45,690.65,695.95,669.05,682.15,686,685.87,16165054,11087131349,233010
INFY,EQ,12-Mar-20,686,668,670,627.5,631,631.2,644.47,13965689,9000417645,265786
INFY,EQ,13-Mar-20,631.2,592,667,570,652.15,642.35,629,16903140,10632077963,286353
INFY,EQ,16-Mar-20,642.35,622,622.15,580,583.2,583.15,597.37,19140854,11434179964,462293
INFY,EQ,17-Mar-20,583.15,588.1,592,550,560,554.95,571.99,16060126,9186285698,359329
INFY,EQ,18-Mar-20,554.95,568,578,528,531.7,534.3,552.92,15391568,8510344347,235885
INFY,EQ,19-Mar-20,534.3,509.25,558,509.25,551.8,545.55,540.83,16584106,8969244995,313532
INFY,EQ,20-Mar-20,545.55,549.5,617.45,548,580.9,585.2,585.1,21356183,12495510371,407561
INFY,EQ,23-Mar-20,585.2,540,560.95,515.9,529.15,526.45,531.33,17146303,9110393753,258952
INFY,EQ,24-Mar-20,526.45,522,601.15,522,600,589.8,572.73,20029537,11471457437,434375
INFY,EQ,25-Mar-20,589.8,597,635,565.7,607,606.2,596.75,18339650,10944193384,429544
INFY,EQ,26-Mar-20,606.2,615,650.85,612.1,640,643,638.74,14868843,9497347855,291975
INFY,EQ,27-Mar-20,643,665.05,674.9,642.25,655,652.7,653.79,13495469,8823242465,262091
INFY,EQ,30-Mar-20,652.7,625.1,663.5,621.1,623.8,626.7,638.82,14625720,9343228364,230047
INFY,EQ,31-Mar-20,626.7,650,662,633.7,639.6,641.5,647.8,15175528,9830768498,279311
INFY,EQ,01-Apr-20,641.5,634.35,637.5,594,603.9,602.8,611.89,13083865,8005888361,379235
INFY,EQ,03-Apr-20,602.8,603.5,606,582.15,588.5,585.7,592.53,10221890,6056725608,261228
INFY,EQ,07-Apr-20,585.7,615,644.25,612.9,633.8,639,627.65,15146526,9506714566,260480
INFY,EQ,08-Apr-20,639,630,655.65,626.35,632.25,631.6,637.44,11806901,7526162136,235881
INFY,EQ,09-Apr-20,631.6,646.8,652.8,632.1,635.6,636.25,640.28,11931287,7639338597,232901
INFY,EQ,13-Apr-20,636.25,629,651.7,626.05,637,637.4,641.21,8330291,5341425789,232090
INFY,EQ,15-Apr-20,637.4,651.4,653.3,635.6,640,639.05,645.85,11963493,7726657237,278339
INFY,EQ,16-Apr-20,639.05,619.95,634.9,603.5,626.9,623.85,620.5,17783310,11034508895,254606
INFY,EQ,17-Apr-20,623.85,644,646,626,634.2,628.75,633.5,8878372,5624422628,220448
INFY,EQ,20-Apr-20,628.75,640,661,639,650.95,653.3,653.71,13322995,8709344590,220363
INFY,EQ,21-Apr-20,653.3,627.8,646.5,627.8,633,633.2,638.34,11660678,7443524923,195803
INFY,EQ,22-Apr-20,633.2,633.2,645,628.05,641.5,641.85,639.85,8267159,5289759466,148917
INFY,EQ,23-Apr-20,641.85,647.05,683.65,638.1,675,679.3,665.09,14451294,9611440871,225884
INFY,EQ,24-Apr-20,679.3,668.55,675,654.8,660.95,658,662.5,7319950,4849470612,162251
INFY,EQ,27-Apr-20,658,661.05,681,661.05,665.1,664.6,670.63,7183316,4817370468,143869
INFY,EQ,28-Apr-20,664.6,673,677,653.05,664.05,660.7,659.88,7296594,4814874279,128788
INFY,EQ,29-Apr-20,660.7,666,682,658,678,676.55,671.94,8639246,5805084866,175742
INFY,EQ,30-Apr-20,676.55,700,720,698.1,715.05,715.5,711.47,16254036,11564226726,277142
INFY,EQ,04-May-20,715.5,689.8,701.2,670.35,675.15,673.7,686.15,9122803,6259591493,177978
INFY,EQ,05-May-20,673.7,681.75,685.6,670,674.5,673.7,679.28,6393108,4342730627,132076
INFY,EQ,06-May-20,673.7,676.9,681.45,664.05,667,665.9,671.02,7934457,5324157713,211094
INFY,EQ,07-May-20,665.9,665.55,674.35,662.45,666.7,664.95,668.79,4779550,3196499217,93851
INFY,EQ,08-May-20,664.95,672.25,680.9,668.5,676,674.2,674.96,8400376,5669937480,206669
INFY,EQ,11-May-20,674.2,682.5,698.55,678,683.75,682.9,688.95,7370192,5077673284,157658
INFY,EQ,12-May-20,682.9,678.5,691,675.5,687,687.65,684.84,7356063,5037715533,165655
INFY,EQ,13-May-20,687.65,694.8,699.9,683.75,693.75,694.15,693.94,8287106,5750758216,156513
INFY,EQ,14-May-20,694.15,659,671.75,652.6,658.2,658.15,662.77,16888356,11193113876,284577
INFY,EQ,15-May-20,658.15,664.8,664.8,646.7,652.3,652.3,652.46,9255353,6038757599,159733
INFY,EQ,18-May-20,652.3,659.85,670.55,653,659.6,663.9,663.53,10435495,6924280885,160262
INFY,EQ,19-May-20,663.9,664,674.8,655,670,668.6,668.12,5902238,3943378544,121850
INFY,EQ,20-May-20,668.6,668.5,673,659.65,666,669.55,666.46,5795193,3862248244,104746
INFY,EQ,21-May-20,669.55,666.5,679.45,665.4,673,672.2,672.37,7214401,4850780460,122009
INFY,EQ,22-May-20,672.2,675,695.85,673.5,692,692.35,688.38,11867864,8169629532,201776
INFY,EQ,26-May-20,692.35,693,699.45,679,681.3,680.55,689.51,7099719,4895318484,122600
INFY,EQ,27-May-20,680.55,686.05,709.2,675,706.2,705.45,693.83,8774694,6088143746,155415
INFY,EQ,28-May-20,705.45,707,710,690,706,707.4,699.96,9440121,6607699864,141590
INFY,EQ,29-May-20,707.4,692.5,700.8,674.95,692,691,690.78,28291172,19543032832,241793
INFY,EQ,01-Jun-20,691,698.75,706.65,691.5,699.55,699.55,700.27,12276649,8596981340,166839
INFY,EQ,02-Jun-20,699.55,700.5,711.65,697.55,708.2,708.1,706.32,7059409,4986183795,123937
INFY,EQ,03-Jun-20,708.1,710.7,711.9,696,702.85,701.55,702.71,11378568,7995869972,179242
INFY,EQ,04-Jun-20,701.55,702,709.45,697.5,707.05,707.75,704.17,10783594,7593495551,134508
INFY,EQ,05-Jun-20,707.75,707,711.7,700.6,704.75,703.55,705.8,7718943,5448030852,124734
INFY,EQ,08-Jun-20,703.55,707.65,725.8,704,722.05,720.85,718.75,10719124,7704389373,180849
INFY,EQ,09-Jun-20,720.85,720,729.6,715.05,715.05,717.6,721.62,10078863,7273061785,173628
INFY,EQ,10-Jun-20,717.6,715,719.45,709.2,714.95,715.85,715.57,7263272,5197377191,121854
INFY,EQ,11-Jun-20,715.85,712,713.4,700.25,703.8,703.95,707.7,8825914,6246123986,140529
INFY,EQ,12-Jun-20,703.95,675.8,695.15,675.5,691,692.05,686.35,9796064,6723519558,165667
INFY,EQ,15-Jun-20,692.05,693,704.4,685.25,688.05,687.55,692.55,7857344,5441612327,105262
INFY,EQ,16-Jun-20,687.55,702,712,699.15,700,701.2,705.08,10132423,7144207775,170413
INFY,EQ,17-Jun-20,701.2,699.9,710.3,698,704.6,703.65,705.4,7291919,5143752646,136959
INFY,EQ,18-Jun-20,703.65,708.2,716.6,706,713.4,713.9,711.84,6670206,4748091716,174646
INFY,EQ,19-Jun-20,713.9,709,711.9,701,708.15,705.55,704.87,22438873,15816432220,266933
INFY,EQ,22-Jun-20,705.55,707.1,708.7,700,703.45,703.7,702.88,7804139,5485377026,145862
INFY,EQ,23-Jun-20,703.7,695.7,724.5,692.1,720,720.65,713.34,12157486,8672464910,203759
INFY,EQ,24-Jun-20,720.65,716.9,726.8,709.4,715.25,714.15,717.48,10220908,7333276140,147819
INFY,EQ,25-Jun-20,714.15,704.85,705.6,693.5,700.7,700.5,700.31,14945304,10466323460,214685
INFY,EQ,26-Jun-20,700.5,710.2,751.6,710,747,748.2,740.04,26030535,19263536479,378564
INFY,EQ,29-Jun-20,748.2,735.4,744.7,730.1,731.4,731.75,735.05,8954490,6582024856,128524
INFY,EQ,30-Jun-20,731.75,732.8,738.95,724.25,733.7,735.95,733.74,10411347,7639234133,140340
INFY,EQ,01-Jul-20,735.95,737.25,742.3,729.75,730.85,731.9,736.05,5477687,4031836580,101474
INFY,EQ,02-Jul-20,731.9,737.35,765.45,735.4,756,756.6,756.33,17263764,13057143719,207044
INFY,EQ,03-Jul-20,756.6,755,764,752.5,762.15,762.7,759.35,7796573,5920349097,148320
INFY,EQ,06-Jul-20,762.7,765.2,775,761.5,764.4,764,768.11,8811009,6767835779,180660
INFY,EQ,07-Jul-20,764,769.4,796.95,765.55,789.9,794.15,785.79,19362666,15215059540,321825
INFY,EQ,08-Jul-20,794.15,784.9,784.9,772.2,774.5,774.7,778.55,8476675,6599550757,145325
INFY,EQ,09-Jul-20,774.7,780,790,775,782.05,781.7,781.17,6854196,5354314428,130712
INFY,EQ,10-Jul-20,781.7,773.5,789.9,773.5,779.9,781.85,782.38,5206452,4073445026,94276
INFY,EQ,13-Jul-20,781.85,788,805.35,786.05,796.1,797.05,797.65,10804911,8618519870,150013
INFY,EQ,14-Jul-20,797.05,792.95,806.4,781.35,784.95,783.25,794.38,8961822,7119121563,139180
INFY,EQ,15-Jul-20,783.25,799,848.45,794.8,833.95,830.95,828.95,30060998,24919080835,376383
INFY,EQ,16-Jul-20,830.95,900.1,955.5,894.25,910,911,920.45,90433393,83239052701,936612
INFY,EQ,17-Jul-20,911,911,919.9,892.15,905.65,903.15,903.73,31682904,28632889196,432265
INFY,EQ,20-Jul-20,903.15,908.5,945,906.75,942.95,934.3,921.63,18421083,16977458353,242092
INFY,EQ,21-Jul-20,934.3,945,949.7,929.2,937.35,936.75,937.15,12877814,12068383201,209340
INFY,EQ,22-Jul-20,936.75,938.95,939,910,919.25,917.9,921.44,14354421,13226774281,191180
INFY,EQ,23-Jul-20,917.9,915.65,915.8,900.65,911.25,907.95,907.32,13052804,11843097056,203420
INFY,EQ,24-Jul-20,907.95,903.25,925.75,903.25,921.2,922.85,915.28,18209670,16666989754,240036
INFY,EQ,27-Jul-20,922.85,921.55,952.8,918.65,947.15,948.45,939.16,16828218,15804436677,278528
INFY,EQ,28-Jul-20,948.45,946,967.55,941.2,960.6,962.85,953.58,15819466,15085058374,220010
INFY,EQ,29-Jul-20,962.85,953.25,960,943.6,951.95,954.15,952.22,11152710,10619817806,212215
INFY,EQ,30-Jul-20,954.15,962,972.65,958.75,962.15,961.45,965.59,12492569,12062741577,222807
INFY,EQ,31-Jul-20,961.45,969.25,986.45,953.3,967.75,966,971.12,12704359,12337423708,195979
INFY,EQ,03-Aug-20,966,960,965.4,947.45,955.3,956.9,954.94,8480166,8098076651,164566
INFY,EQ,04-Aug-20,956.9,960.45,970.7,940.55,952,949.85,949.99,11133259,10576516986,166839
INFY,EQ,05-Aug-20,949.85,952,960.95,938.3,944.5,944.7,947.7,9616176,9113224805,170591
INFY,EQ,06-Aug-20,944.7,953.5,974.4,942.5,972,970.85,962.12,10976523,10560771158,202937
INFY,EQ,07-Aug-20,970.85,969.45,969.45,949,951.65,950.9,955.24,8010973,7652389955,159251
INFY,EQ,10-Aug-20,950.9,948.9,956.8,945.3,950.55,951.35,952.75,5716472,5446342904,102663
INFY,EQ,11-Aug-20,951.35,949.9,962,946.1,950.5,948.45,953.42,6802508,6485671475,92778
INFY,EQ,12-Aug-20,948.45,948,958.8,942.2,952.85,954.95,950.21,6908732,6564723271,89286
INFY,EQ,13-Aug-20,954.95,954.8,968.5,948.25,952.3,951.2,956.51,5097705,4876025984,87144
INFY,EQ,14-Aug-20,951.2,955.85,963,952.05,954.5,953.6,957.2,4663873,4464257395,88402
INFY,EQ,17-Aug-20,953.6,954.1,972.45,954.1,958.3,957.5,962.38,9008716,8669769420,140270
INFY,EQ,18-Aug-20,957.5,963.9,969.2,958.7,967.1,967.55,964.28,6142171,5922744205,119041
INFY,EQ,19-Aug-20,967.55,970.9,971.55,957.45,960,959.3,963.05,6622744,6378066101,125391
INFY,EQ,20-Aug-20,959.3,958.9,965.5,951.3,951.8,955.15,957.55,5656667,5416530384,123695
INFY,EQ,21-Aug-20,955.15,963.05,963.45,946.55,949.8,948.8,951.89,6513784,6200435489,123340
INFY,EQ,24-Aug-20,948.8,947,952,939.2,948.55,947.4,946.24,5798579,5486819045,153799
INFY,EQ,25-Aug-20,947.4,947.5,948.65,933.6,938.6,938.1,940.65,6233923,5863927590,105761
INFY,EQ,26-Aug-20,938.1,941.25,954.25,938.4,953.5,950.8,945.03,5153663,4870349606,114894
INFY,EQ,27-Aug-20,950.8,960,960.95,945.2,950.8,947.05,952.03,6154300,5859108364,124639
INFY,EQ,28-Aug-20,947.05,951.45,952.5,933.05,935.05,935.25,940.5,7593988,7142134781,180829
INFY,EQ,31-Aug-20,935.25,935.25,950.5,914.6,919.7,928.6,933.36,12808369,11954811845,206060
INFY,EQ,01-Sep-20,928.6,926.25,935,912.1,917.95,914.15,921.79,6907783,6367507048,117189
INFY,EQ,02-Sep-20,914.15,915,926.4,913.5,923.6,924,920.9,5678696,5229493200,105709
INFY,EQ,03-Sep-20,924,926.5,949.4,924,935.2,935.55,937.36,8828016,8275049706,130511
INFY,EQ,04-Sep-20,935.55,915,929.5,914.45,920.5,919.15,921.81,8650414,7974078251,146258
INFY,EQ,07-Sep-20,919.15,918.9,927.55,913.05,925.55,925.05,921.27,6700450,6172952177,101639
INFY,EQ,08-Sep-20,925.05,929.95,952,925.55,938.8,939.3,942.77,12892115,12154247390,200293
INFY,EQ,09-Sep-20,939.3,935,946,926,928.2,927.75,933.78,5529150,5163032077,133068
INFY,EQ,10-Sep-20,927.75,935.3,942,924.8,939.65,940.05,934.08,5172091,4831122432,101735
INFY,EQ,11-Sep-20,940.05,934.9,954.15,931,944.5,945.7,945.41,6672082,6307865396,124065
INFY,EQ,14-Sep-20,945.7,957,991.05,948.3,975,978.4,976.06,21871591,21347911660,342353
INFY,EQ,15-Sep-20,978.4,979.5,994,971.65,981.4,982.45,982.27,11608223,11402371129,252665
INFY,EQ,16-Sep-20,982.45,986,1005.65,982,1001.8,1001.75,991.46,10059392,9973473916,239939
INFY,EQ,17-Sep-20,1001.75,995,1021,995,1011,1011,1010.52,15628308,15792764186,340784
INFY,EQ,18-Sep-20,1011,1011,1018.8,999.1,1003.4,1002.15,1007.23,12897897,12991132019,228827
INFY,EQ,21-Sep-20,1002.15,1001,1031,1000.5,1007,1009.9,1019.34,14140790,14414221201,284118
INFY,EQ,22-Sep-20,1009.9,1009,1022.5,991.2,1008,1007.5,1007.79,12625775,12724148446,307283
INFY,EQ,23-Sep-20,1007.5,1020.15,1037,1008.1,1019.85,1019.75,1024.08,13486274,13810988923,258509
INFY,EQ,24-Sep-20,1019.75,1003,1009,970,977.75,975.4,986.71,14427463,14235738440,273411
INFY,EQ,25-Sep-20,975.4,975.8,1014.9,975,1006.6,1011.45,998.29,13311079,13288352062,230269
INFY,EQ,28-Sep-20,1011.45,1014.8,1016.15,998.5,1010.9,1010.4,1004.87,8554583,8596234609,165917
INFY,EQ,29-Sep-20,1010.4,1018,1028,1004.1,1013.85,1009,1016.65,8708572,8853558130,184552
INFY,EQ,30-Sep-20,1009,1009,1023.95,1005,1006,1008.25,1011.93,8049899,8145908490,141642
INFY,EQ,01-Oct-20,1008.25,1020.6,1026.5,1011.75,1018.7,1017.65,1016.4,5563432,5654650743,122973
INFY,EQ,05-Oct-20,1017.65,1018.05,1054.9,1018.05,1047.6,1048.7,1043.67,14212560,14833226247,239001
INFY,EQ,06-Oct-20,1048.7,1055,1060,1031.35,1056.45,1055.75,1044.46,9090819,9494983884,205608
INFY,EQ,07-Oct-20,1055.75,1044.9,1072,1035.5,1070.1,1066.55,1053.29,9284060,9778824469,176585
INFY,EQ,08-Oct-20,1066.55,1090,1124,1088.4,1094.5,1093.7,1105.97,21483024,23759656746,386362
INFY,EQ,09-Oct-20,1093.7,1095.1,1113.3,1088.45,1111.2,1106.8,1100.16,10567955,11626421247,173995
INFY,EQ,12-Oct-20,1106.8,1123,1140,1112.1,1139.2,1132.1,1125.5,14633780,16470282643,191485
INFY,EQ,13-Oct-20,1132.1,1135.55,1166.05,1135.55,1160,1157.8,1149.41,17524137,20142492308,316392
INFY,EQ,14-Oct-20,1157.8,1162,1164.9,1131.1,1138,1137,1144.19,16649731,19050428947,279112
INFY,EQ,15-Oct-20,1137,1180,1186,1092.5,1113.25,1108.25,1128.17,44288566,49965128164,697193
INFY,EQ,16-Oct-20,1108.25,1113.85,1135.95,1096.9,1129.5,1127.5,1118.76,18366133,20547237503,311640
INFY,EQ,19-Oct-20,1127.5,1135,1139,1115.3,1127.55,1125.9,1125,12902146,14514954127,215472
INFY,EQ,20-Oct-20,1125.9,1118.9,1144.7,1110,1135.9,1137.5,1136.69,10448852,11877155840,209442
INFY,EQ,21-Oct-20,1137.5,1141.15,1154.35,1135,1146.75,1148.35,1147.11,19811809,22726337788,283354
INFY,EQ,22-Oct-20,1148.35,1142,1158,1123.8,1135.35,1129.05,1138.64,11271538,12834266054,264809
INFY,EQ,23-Oct-20,1129.05,1133,1135,1120.15,1122.4,1122.5,1125.55,9070121,10208894083,152888
INFY,EQ,26-Oct-20,1122.5,1122.25,1129.6,1103.15,1114.2,1112.45,1115.89,6309643,7040841830,133779
INFY,EQ,27-Oct-20,1112.45,1105.7,1109.7,1077.15,1094.5,1090.85,1089.56,10172530,11083562406,261137
INFY,EQ,28-Oct-20,1090.85,1095.5,1104.75,1070.05,1077.5,1076.55,1086,7608413,8262761209,180559
INFY,EQ,29-Oct-20,1076.55,1070,1082,1060.1,1073,1074.85,1071.68,6935804,7432955729,140609
